Sr No.,"Date of 
Encashment","Bond
Number",Name of the Political Party,Name of the Purchaser,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
12670,18-11-2022,OL27569,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12671,18-11-2022,OL27575,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12672,18-11-2022,OL27567,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12673,18-11-2022,OL27563,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12674,18-11-2022,OL27577,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12675,18-11-2022,OL27573,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12704,18-11-2022,TT20008,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,10000,*******8244,691,7516991
12705,18-11-2022,TT20004,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,10000,*******8244,691,7516991
12706,18-11-2022,TT20006,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,10000,*******8244,691,7516991
12732,18-11-2022,OT20024,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,1000,*******8244,691,7516991
12733,18-11-2022,OT20020,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,1000,*******8244,691,7516991
12734,18-11-2022,OT20022,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,1000,*******8244,691,7516991
2099,20-04-2019,TL12656,Bharatiya Janata Party,Sard India Private L,1000000,*******8244,691,3627829
2100,20-04-2019,TL12654,Bharatiya Janata Party,Sard India Private L,1000000,*******8244,691,2511282
2101,20-04-2019,TL12655,Bharatiya Janata Party,Sard India Private L,1000000,*******8244,691,2511282
2102,20-04-2019,TL12653,Bharatiya Janata Party,Sard India Private L,1000000,*******8244,691,2511282
2950,29-04-2019,TL12651,Bharatiya Janata Party,Sard India Private L,1000000,*******8244,691,3300196
2951,29-04-2019,TL12652,Bharatiya Janata Party,Sard India Private L,1000000,*******8244,691,3300196
18581,13-11-2023,OC1368,Bharatiya Janata Party,Sarda Energy And Minerals Ltd,10000000,*******8244,691,7516991
18582,13-11-2023,OC1366,Bharatiya Janata Party,Sarda Energy And Minerals Ltd,10000000,*******8244,691,7516991
18583,13-11-2023,OC1370,Bharatiya Janata Party,Sarda Energy And Minerals Ltd,10000000,*******8244,691,7516991
18584,13-11-2023,OC1364,Bharatiya Janata Party,Sarda Energy And Minerals Ltd,10000000,*******8244,691,7516991
18585,13-11-2023,OC1362,Bharatiya Janata Party,Sarda Energy And Minerals Ltd,10000000,*******8244,691,7516991
2738,24-04-2019,TL12667,Rashtriya Janta Dal,Sarita Handa Exports Pvt Ltd,1000000,*******2758,152,6824692
2745,24-04-2019,TL12668,Rashtriya Janta Dal,Sarita Handa Exports Pvt Ltd,1000000,*******2758,152,6824692
2746,24-04-2019,TL12669,Rashtriya Janta Dal,Sarita Handa Exports Pvt Ltd,1000000,*******2758,152,6824692
4055,20-05-2019,TL12572,Bharatiya Janata Party,Sarita Mirania Agarwal,1000000,*******8244,691,4567455
6248,13-04-2021,TL13911,"President, All India Congress Committee",Sarita Mirania Agarwal,1000000,*******4012,691,7516991
6249,13-04-2021,TL13913,"President, All India Congress Committee",Sarita Mirania Agarwal,1000000,*******4012,691,7516991
10462,12-04-2022,OC12005,Bharat Rashtra Samithi,Saroja Renewables Private Limited,10000000,*******7477,847,3898296
10463,12-04-2022,OC12009,Bharat Rashtra Samithi,Saroja Renewables Private Limited,10000000,*******7477,847,3898296
5326,18-01-2021,TL13445,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sarojit Kumar Dey,1000000,*******6354,847,3382516
5327,18-01-2021,TL13439,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sarojit Kumar Dey,1000000,*******6354,847,3382516
5328,18-01-2021,TL13441,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sarojit Kumar Dey,1000000,*******6354,847,3382516
5329,18-01-2021,TL13437,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sarojit Kumar Dey,1000000,*******6354,847,3382516
5330,18-01-2021,TL13443,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sarojit Kumar Dey,1000000,*******6354,847,3382516
6585,14-07-2021,TL13937,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6586,14-07-2021,TL13927,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6587,14-07-2021,TL13935,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6588,14-07-2021,TL13929,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6589,14-07-2021,TL13939,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6590,14-07-2021,TL13933,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6591,14-07-2021,TL13931,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6592,14-07-2021,TL13923,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6593,14-07-2021,TL13925,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3480909
6640,14-07-2021,OL1378,All India Trinamool Congress,Sarojit Kumar Dey,100000,*******0688,1,3480909
14206,17-04-2023,TL14511,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14207,17-04-2023,TL14505,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14208,17-04-2023,TL14509,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14209,17-04-2023,TL14501,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14210,17-04-2023,TL14503,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14211,17-04-2023,TL14507,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14212,17-04-2023,TL14513,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,5093597
14224,17-04-2023,OL29608,All India Trinamool Congress,Sarojit Kumar Dey,100000,*******0688,1,5093597
14225,17-04-2023,OL29500,All India Trinamool Congress,Sarojit Kumar Dey,100000,*******0688,1,5093597
14226,17-04-2023,OL29602,All India Trinamool Congress,Sarojit Kumar Dey,100000,*******0688,1,5093597
14227,17-04-2023,OL29606,All India Trinamool Congress,Sarojit Kumar Dey,100000,*******0688,1,5093597
14228,17-04-2023,OL29604,All India Trinamool Congress,Sarojit Kumar Dey,100000,*******0688,1,5093597
15779,14-07-2023,TL14877,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
15780,14-07-2023,TL14881,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
15781,14-07-2023,TL14871,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
15782,14-07-2023,TL14875,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
15783,14-07-2023,TL14879,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
15784,14-07-2023,TL14869,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
15785,14-07-2023,TL14873,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
20183,18-01-2024,TL15537,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
20184,18-01-2024,TL15535,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
20185,18-01-2024,TL15531,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
20186,18-01-2024,TL15539,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
20187,18-01-2024,TL15533,All India Trinamool Congress,Sarojit Kumar Dey,1000000,*******0688,1,3490777
4013,20-05-2019,OC4719,Bharatiya Janata Party,Sarosh Alizah Mining,10000000,*******8244,691,4567455
4014,20-05-2019,OC4721,Bharatiya Janata Party,Sarosh Alizah Mining,10000000,*******8244,691,4567455
4092,20-05-2019,TL11057,Bharatiya Janata Party,Sarosh Alizah Mining,1000000,*******8244,691,4567455
4093,20-05-2019,TL11059,Bharatiya Janata Party,Sarosh Alizah Mining,1000000,*******8244,691,4567455
4094,20-05-2019,TL11061,Bharatiya Janata Party,Sarosh Alizah Mining,1000000,*******8244,691,4567455
4095,20-05-2019,TL11063,Bharatiya Janata Party,Sarosh Alizah Mining,1000000,*******8244,691,4567455
4096,20-05-2019,TL11055,Bharatiya Janata Party,Sarosh Alizah Mining,1000000,*******8244,691,4567455
18451,10-11-2023,OC16463,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18452,10-11-2023,OC16457,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18453,10-11-2023,OC16422,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18454,10-11-2023,OC16459,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18455,10-11-2023,OC16424,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18456,10-11-2023,OC16467,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18457,10-11-2023,OC16471,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18458,10-11-2023,OC16451,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18459,10-11-2023,OC16418,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18460,10-11-2023,OC16453,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18461,10-11-2023,OC16420,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18462,10-11-2023,OC16465,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18463,10-11-2023,OC16455,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18464,10-11-2023,OC16469,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18465,10-11-2023,OC16461,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
18630,14-11-2023,OC15636,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18631,14-11-2023,OC15630,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18632,14-11-2023,OC16475,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18633,14-11-2023,OC15638,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18634,14-11-2023,OC15628,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18635,14-11-2023,OC16473,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18636,14-11-2023,OC15646,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18637,14-11-2023,OC15640,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18638,14-11-2023,OC15626,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18639,14-11-2023,OC15644,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18640,14-11-2023,OC15632,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18641,14-11-2023,OC15642,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18642,14-11-2023,OC15648,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18643,14-11-2023,OC15650,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18644,14-11-2023,OC15634,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,7516991
18855,20-11-2023,OC15631,Bharatiya Janata Party,Sasmal Infrastructure Private Limited,10000000,*******8244,691,7516991
18856,20-11-2023,OC15635,Bharatiya Janata Party,Sasmal Infrastructure Private Limited,10000000,*******8244,691,7516991
18857,20-11-2023,OC15627,Bharatiya Janata Party,Sasmal Infrastructure Private Limited,10000000,*******8244,691,7516991
18858,20-11-2023,OC15629,Bharatiya Janata Party,Sasmal Infrastructure Private Limited,10000000,*******8244,691,7516991
18859,20-11-2023,OC15633,Bharatiya Janata Party,Sasmal Infrastructure Private Limited,10000000,*******8244,691,7516991
19935,15-01-2024,OC17808,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19936,15-01-2024,OC17806,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19937,15-01-2024,OC17812,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19938,15-01-2024,OC17804,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19939,15-01-2024,OC17818,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19940,15-01-2024,OC17816,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19941,15-01-2024,OC17814,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19942,15-01-2024,OC17810,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
19943,15-01-2024,OC17802,"President, All India Congress Committee",Sasmal Infrastructure Private Limited,10000000,*******4012,691,8212066
14325,17-04-2023,OC13733,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14326,17-04-2023,OC13731,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14327,17-04-2023,OC13735,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14328,17-04-2023,OC13737,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14329,17-04-2023,OC13739,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14335,17-04-2023,OC13741,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14336,17-04-2023,OC13749,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14337,17-04-2023,OC13747,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14338,17-04-2023,OC13743,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14339,17-04-2023,OC13745,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,5972302
14442,17-04-2023,TL13396,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,5972302
14443,17-04-2023,TL13398,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,5972302
14444,17-04-2023,TL13394,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,5972302
14445,17-04-2023,TL15351,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,5972302
14446,17-04-2023,TL13400,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,5972302
16287,20-07-2023,OC14993,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,10000000,*******8244,691,8212066
16327,20-07-2023,TL15366,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,8212066
16328,20-07-2023,TL15364,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,8212066
16329,20-07-2023,TL15362,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,8212066
16330,20-07-2023,TL15360,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,8212066
16331,20-07-2023,TL15358,Bharatiya Janata Party,Satec Envir Engineering (I) Pvt Ltd,1000000,*******8244,691,8212066
8656,12-01-2022,TL13256,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8657,12-01-2022,TL13252,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8658,12-01-2022,TL13248,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8659,12-01-2022,TL13250,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8660,12-01-2022,TL13246,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8661,12-01-2022,TL13258,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8662,12-01-2022,TL13254,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,1000000,*******8244,691,3428540
8773,12-01-2022,OL2241,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,100000,*******8244,691,3428540
8774,12-01-2022,OL2237,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,100000,*******8244,691,3428540
8775,12-01-2022,OL2239,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,100000,*******8244,691,3428540
8776,12-01-2022,OL2235,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,100000,*******8244,691,3428540
8777,12-01-2022,OL2243,Bharatiya Janata Party,Satishchandra Shantilal Doshi Huf,100000,*******8244,691,3428540
1920,20-04-2019,OC6426,Bharatiya Janata Party,Saurabh Gupta,10000000,*******8244,691,2511282
